UniProt_IDs,DrLLPS_labels,UDSM-LLPS (Random) Score,UDSM-LLPS (UniRef) Score,PSPredictor Score
P22105,client,0.5839182,0.993755,0.765
Q96GM8,client,0.98074186,0.912509,0.2271
Q9H0E2,client,0.50474757,0.018719941,0.0043
Q6ZVM7,client,0.30447,0.7792361,0.273
Q15388,client,0.14850421,0.0039999075,0.0065
Q15785,client,0.009833218,0.29332215,0.0475
O96008,client,0.067103975,0.3111618,0.4506
Q969M1,client,0.092931435,0.24360515,0.0113
O94826,client,0.04016011,0.21828303,0.958
P11387,client,0.9738348,0.82895267,0.2234
Q969P6,client,0.87806666,0.5915192,0.0587
P11388,client,0.9961862,0.995059,0.5387
Q02880,client,0.9238045,0.5683191,0.4506
Q92547,client,0.683223,0.058399897,0.6835
Q9Y2B4,client,0.76348513,0.54886043,0.6993
O15350,client,0.49950257,0.8260952,0.9381
P60174,client,0.54313844,0.7164002,0.0082
P09493,client,0.39169702,9.9215344e-05,0.1203
P07951,client,0.64920247,5.7117122e-05,0.1187
P06753,client,0.001478685,0.004314409,0.0517
O14773,client,0.0028889216,0.006042205,0.3231
P29144,client,0.0049649985,0.062443934,0.3047
O94811,client,0.733052,0.9842472,0.1266
P13693,client,0.00070891535,0.41678172,0.0162
P56180,client,0.47803223,0.18909593,0.0036
Q6XPS3,client,0.4745179,0.13391861,0.0107
P62995,client,0.99996996,0.9999604,0.9957
Q12933,client,0.38440117,0.24579291,0.4123
Q12931,client,0.03388864,0.0016164061,0.051
O43617,client,0.06955785,0.16250975,0.0026
Q96Q05,client,0.041303452,0.018821519,0.188
O14717,client,0.05399174,0.058882244,0.0787
Q9C040,client,0.9986743,0.98877186,0.8546
P19474,client,0.5294144,0.6846653,0.0119
Q8IYM9,client,0.94178045,0.32986602,0.0251
Q14258,client,0.71990865,0.07789066,0.8392
Q13263,client,0.6925383,0.41522145,0.9829
O75382,client,0.9707512,0.9700262,0.1396
Q8WV44,client,0.44822344,0.52871335,0.5792
Q96DX7,client,0.796741,0.97764844,0.3874
Q9BRZ2,client,0.817259,0.5196081,0.7943
O75962,client,0.6467713,0.04540228,0.8127
Q15642,client,0.8129925,0.06512743,0.7538
Q15654,client,0.982865,0.93693286,0.5202
Q9BQ61,client,0.44833726,0.95244986,0.1977
Q7L0Y3,client,0.36279756,0.07515686,0.0506
Q9UI30,client,0.3317606,0.43253767,0.005
Q7Z2T5,client,0.6602706,0.09479337,0.4401
Q9UJA5,client,0.77061075,0.8538313,0.1609
Q12815,client,0.30505762,0.5073685,0.9366
O95900,client,0.2722651,0.22483926,0.0093
Q92574,client,0.63601327,0.6151685,0.9141
P49815,client,0.29452148,0.24831584,0.284
Q9Y3Q8,client,0.52279806,0.6860881,0.9172
P43897,client,0.507134,0.18693078,0.0914
Q99816,client,0.21176906,0.8305982,0.1401
Q9UJT2,client,0.83730227,0.9282928,0.3645
Q9H0U9,client,0.9358747,0.44816938,0.0338
Q96PF2,client,0.8080447,0.12680076,0.0141
Q96N46,client,0.5364564,0.5962868,0.8481
Q96AE7,client,0.5112579,0.23314595,0.1221
Q6PGP7,client,0.04817955,0.13988714,0.1035
Q86TV6,client,0.26886892,0.3127776,0.0394
Q8TAM2,client,0.26814896,0.32859182,0.0067
P33981,client,0.90572953,0.7241743,0.4819
Q9Y4R7,client,0.4495396,0.17093648,0.7904
P68363,client,0.7608576,0.018774835,0.0132
Q9BQE3,client,0.4191874,0.11847991,0.0384
P0DPH8,client,0.9416669,0.0030662783,0.0126
Q6PEY2,client,0.43964115,0.009812893,0.0183
P68366,client,0.25881863,0.05220733,0.0111
Q9NY65,client,0.4814083,0.029023265,0.0409
P07437,client,0.90548396,0.29168156,0.0145
Q13885,client,0.9447678,0.91418916,0.0111
Q9BVA1,client,0.9481488,0.9084051,0.0088
Q13509,client,0.8150992,0.8943808,0.0108
P04350,client,0.95804715,0.4913713,0.0115
P68371,client,0.91110444,0.6276385,0.0074
Q9BUF5,client,0.20414358,0.46967298,0.0148
Q3ZCM7,client,0.9665486,0.7634822,0.0216
Q9UJT1,client,0.107087985,0.019858422,0.0438
Q9UJT0,client,0.4546427,0.9445714,0.1017
Q9NRH3,client,0.36003658,0.24300767,0.0215
Q9BSJ2,client,0.07704807,0.45494992,0.0322
Q96CW5,client,0.13535625,0.29301384,0.2924
Q9UGJ1,client,0.13683027,0.45861468,0.151
Q96RT8,client,0.12487675,0.00781989,0.1526
Q96RT7,client,0.6275043,0.5206308,0.8174
P49411,client,0.13436256,0.07369754,0.0055
Q5TAX3,client,0.8616602,0.94524235,0.8769
A6NH52,client,0.007863508,0.0022307034,0.0052
Q12792,client,0.77748597,0.4869949,0.204
Q3B726,client,0.15333103,0.65677553,0.7794
P40222,client,0.7234342,0.66213125,0.1841
P10599,client,0.0649265,0.85373074,0.0563
Q9BRA2,client,0.52848655,0.81547993,0.0042
O43396,client,0.019651733,0.5452864,0.0601
Q06418,client,0.10322477,0.26109257,0.3221
Q01081,client,0.42506206,0.97891873,0.6997
O15042,client,0.9975157,0.9989812,0.857
P22314,client,0.11760018,0.017218689,0.0376
Q5T6F2,client,0.9604884,0.7717411,0.9983
P0CG48,client,0.056257457,0.7740627,0.0106
P61088,client,0.25715122,0.44626123,0.0086
Q05086,client,0.08233202,0.2273403,0.181
Q15386,client,0.33979413,0.07215409,0.0371
Q14139,client,0.35867712,0.21237643,0.0541
P11441,client,0.19888161,0.31842956,0.0069
Q9BZL1,client,0.38126212,0.11424788,0.0057
Q5T4S7,client,0.45732814,0.17371596,0.5747
P17480,client,0.97178686,0.9885937,0.6714
P0CB47,client,0.9336688,0.65019363,0.9245
Q92575,client,0.80292577,0.16520295,0.7977
P09936,client,0.10932835,0.16762894,0.0173
O94874,client,0.45192948,0.19364287,0.1177
Q16851,client,0.028889121,0.020594662,0.1114
Q96T88,client,0.9437291,0.5645934,0.7836
Q96PU4,client,0.92525154,0.48239362,0.9181
Q9UPW8,client,0.51584584,0.23518503,0.2342
Q92900,client,0.8819538,0.8996272,0.7585
Q9HAU5,client,0.8532318,0.42013898,0.2522
Q9H1J1,client,0.87499064,0.8519881,0.8663
Q9BZI7,client,0.84011996,0.31363645,0.3346
Q9NVA1,client,0.09327604,0.12556562,0.1026
P14927,client,0.41208982,0.67764795,0.0093
P31930,client,0.15756722,0.046746735,0.0083
P22695,client,0.047881834,0.08493801,0.347
P47985,client,0.02045177,0.010276412,0.0131
O60287,client,0.3203916,0.3284534,0.2664
Q14146,client,0.16762073,0.17227636,0.2375
O60763,client,0.5839305,0.085959725,0.4391
P51784,client,0.41338995,0.7249184,0.2912
Q92995,client,0.64821696,0.007827627,0.1633
P54578,client,0.51461536,0.32422337,0.0103
Q9Y4E8,client,0.7489483,0.02111865,0.1725
O75604,client,0.4268542,0.37430117,0.2032
Q9UK80,client,0.20706119,0.3791006,0.3903
Q8TEY7,client,0.0705287,0.18007122,0.6682
Q9P275,client,0.6082229,0.62893236,0.9793
Q53GS9,client,0.938462,0.7558283,0.0451
P35125,client,0.8888821,0.6573207,0.2052
Q93008,client,0.7345608,0.66885304,0.171
Q5W0Q7,client,0.72384477,0.6519785,0.9196
Q9Y3A2,client,0.23828304,0.1669232,0.2833
Q9BVJ6,client,0.77291113,0.64349127,0.3773
O75691,client,0.77597547,0.18531628,0.3416
Q9BRU9,client,0.31662413,0.26865146,0.093
Q9NQZ2,client,0.41720843,0.86187315,0.4963
Q969X6,client,0.9283103,0.98747545,0.2424
Q9NYH9,client,0.123111024,0.51700187,0.0065
Q2YD98,client,0.70341897,0.65687245,0.2126
Q9UBK9,client,0.29105863,0.17364481,0.0063
Q08AM6,client,0.24036703,0.077524275,0.8195
Q15836,client,0.21689649,0.00888285,0.0059
Q9P0L0,client,0.4891075,0.942937,0.1535
O95292,client,0.2615795,0.26387325,0.01
P26640,client,0.21491574,0.049976952,0.385
P50552,client,0.33992562,0.8583765,0.9776
Q99536,client,0.13829611,0.16362658,0.2141
P61758,client,0.095635384,0.4182522,0.0101
P13611,client,0.26029265,0.91610825,0.4849
P18206,client,0.6373188,0.014168343,0.665
Q96JH7,client,0.3598326,0.13965471,0.893
P21796,client,0.8549302,0.8811847,0.1955
P45880,client,0.92595184,0.26833636,0.2797
Q9Y277,client,0.041175794,0.49133223,0.0392
O15240,client,0.2150333,0.51115954,0.7735
P09327,client,0.57762086,0.26515225,0.3934
O15195,client,0.8715429,0.011505709,0.4548
P08670,client,0.001176858,0.007739906,0.1781
Q9H269,client,0.5586736,0.9751531,0.0354
Q9P253,client,0.16723786,0.6811881,0.0576
Q9UBQ0,client,0.02197435,0.03042023,0.007
Q96AX1,client,0.0846439,0.02626792,0.0351
Q96QK1,client,0.20841786,0.09036451,0.221
Q96JC1,client,0.5610626,0.2503424,0.0785
Q9NRW7,client,0.06770593,0.01562682,0.0312
Q9UN37,client,0.23009294,0.8350437,0.0431
Q9UID3,client,0.045052093,0.2038183,0.1894
Q5VIR6,client,0.4908037,0.104337834,0.7014
Q8N3P4,client,0.45132723,0.08477777,0.2084
P62760,client,0.0035121508,0.53032154,0.0058
Q9NP79,client,0.0074192057,0.10301805,0.0649
Q92558,client,0.97454053,0.9457128,0.978
Q9Y6W5,client,0.83785397,0.80174017,0.9786
Q9UPY6,client,0.7683671,0.8589427,0.9848
Q2M389,client,0.25931913,0.130178,0.0544
Q12768,client,0.20249479,0.06157188,0.1722
Q9Y2W2,client,0.0313944,0.018755013,0.9684
Q969T9,client,0.7674131,0.9923395,0.9814
O75083,client,0.9805548,0.9995759,0.1631
Q9GZL7,client,0.9776628,0.9917645,0.0197
Q9BV38,client,0.6828244,0.79290485,0.0763
Q9C0J8,client,0.99989545,0.99951816,0.9648
Q8NI36,client,0.2309127,0.89572406,0.9259
Q9Y2I8,client,0.23390263,0.6638415,0.1647
Q15061,client,0.91373646,0.74663895,0.7388
O15213,client,0.83828676,0.40365043,0.7594
O94967,client,0.24536765,0.41309607,0.9121
Q8TAF3,client,0.96098596,0.8344029,0.6264
Q9GZS3,client,0.99162006,0.9807733,0.0135
Q9Y4E6,client,0.26506793,0.49947938,0.4087
Q6RFH5,client,0.91526824,0.94985163,0.0236
Q8IWA0,client,0.14406201,0.9805644,0.6001
Q96FK6,client,0.7683828,0.9887976,0.1096
A4D1P6,client,0.96570164,0.8253849,0.7079
O76024,client,0.015705697,0.117874525,0.3299
Q8TF74,client,0.24909568,0.9032754,0.9955
Q9H4A3,client,0.5933273,0.9412128,0.9575
Q9HCS7,client,0.2871076,0.2724952,0.1267
P98170,client,0.21066695,0.03728933,0.0237
Q702N8,client,0.8573403,0.7499428,0.947
Q9UIA9,client,0.2834285,0.07705227,0.1391
P18887,client,0.7437221,0.45779216,0.5771
P13010,client,0.44764206,0.07382942,0.9812
P12956,client,0.101591185,0.07135636,0.4906
Q8IY57,client,0.8534789,0.99598014,0.9794
P54577,client,0.09901288,0.24023831,0.5269
P16989,client,0.99329984,0.99928015,0.9768
Q9ULM3,client,0.111818135,0.46123475,0.9193
P07947,client,0.99932086,0.9739552,0.0644
P49750,client,0.967234,0.9871141,0.9586
Q96TA2,client,0.9823278,0.9946607,0.1622
O60688,client,0.2014137,0.03498294,0.0149
Q96QA6,client,0.5180091,0.015114201,0.0051
P61236,client,0.010515503,0.05951772,0.02
Q96NS1,client,0.7420501,0.15083428,0.0098
P62699,client,0.11898546,0.40178612,0.0142
Q96MU7,client,0.99654156,0.9830662,0.7581
Q9H6S0,client,0.20483164,0.11291398,0.3444
Q9BYJ9,client,0.9937423,0.9930051,0.9968
Q9Y5A9,client,0.9932827,0.976846,0.9879
Q7Z739,client,0.98805434,0.934942,0.9979
P31946,client,0.008562455,0.024405155,0.0169
P62258,client,0.01710927,0.026026288,0.2349
P61981,client,0.013660741,0.07150226,0.0048
Q04917,client,0.008502515,0.0074799582,0.0058
P27348,client,0.016911678,0.04900754,0.2059
P63104,client,0.035578758,0.017223025,0.0079
Q9H171,client,0.30218723,0.086840115,0.1215
Q9Y2K1,client,0.9461814,0.13584374,0.7724
Q9P1Z0,client,0.48369431,0.8510409,0.8776
Q96K62,client,0.079031,0.055662774,0.388
P10074,client,0.13567486,0.7793506,0.5653
O75152,client,0.8680054,0.36135066,0.8823
Q6PJT7,client,0.39243412,0.43548372,0.7053
Q8IWR0,client,0.64030236,0.5555943,0.0696
Q9UGR2,client,0.8287784,0.32880852,0.8639
Q8N5P1,client,0.90956914,0.83410555,0.2382
Q7Z2W4,client,0.013433587,0.0034234815,0.9749
Q8TBK6,client,0.8867546,0.99878126,0.9956
Q6PEW1,client,0.73811644,0.7183353,0.0309
Q8WYQ9,client,0.78926617,0.66169083,0.9977
Q9NP64,client,0.9972638,0.9831759,0.894
Q9C0B9,client,0.98515075,0.71719724,0.9938
Q9NUD5,client,0.99151796,0.49156165,0.2669
Q8N567,client,0.9809367,0.91667765,0.8754
Q8TBF4,client,0.9343967,0.99219936,0.8733
O60293,client,0.80621815,0.043304626,0.8345
P47974,client,0.024693273,0.97998434,0.9655
Q96KR1,client,0.7385931,0.9604684,0.9789
Q68DK2,client,0.4002353,0.040029567,0.5678
Q8N5A5,client,0.6775454,0.8681365,0.746
P17029,client,0.35645464,0.0029730361,0.8562
Q96NC0,client,0.5115473,0.9958405,0.0405
Q9H898,client,0.93915665,0.9773816,0.0112
Q9UDW3,client,0.77097076,0.9422833,0.02
Q9UBW7,client,0.65431786,0.27596936,0.3099
P52739,client,0.87525475,0.44297338,0.2409
P17028,client,0.7516347,0.02763825,0.1521
Q9NRM2,client,0.3325478,0.8716178,0.0099
Q9NR11,client,0.0066120783,0.00011582729,0.5859
Q5BKZ1,client,0.9787611,0.99760145,0.9416
Q9UL40,client,0.5419093,0.25933966,0.1674
Q70YC5,client,0.4516884,0.04284499,0.0051
Q8TD17,client,0.105627015,0.0602263,0.9362
Q8N0Y2,client,0.017278472,0.012292765,0.0977
Q96JM2,client,0.10712096,0.9952779,0.7998
Q96IT1,client,0.47121555,0.17648895,0.5597
Q96CX3,client,0.22090551,0.00064628397,0.3096
Q96F45,client,0.019905455,0.008345078,0.9649
Q969S3,client,0.7970799,0.87824225,0.2774
Q14966,client,0.9297936,0.68395966,0.9458
Q8TAW3,client,0.010854268,0.04371667,0.233
P0C7X2,client,0.08058981,0.022012187,0.6368
Q6NX45,client,0.3112631,0.53158164,0.8251
Q15937,client,0.39176223,0.010505445,0.8434
Q2TB10,client,0.88028395,0.86546314,0.9894
O43309,client,0.020702554,0.0035237414,0.1721
Q96LW9,client,0.4624924,0.0052413647,0.1066
O15535,client,0.020321272,0.015005112,0.0732
P49588,regulator,0.5998845,0.14085749,0.1089
Q9ULW3,regulator,0.53970313,0.62080574,0.3616
Q8WXI4,regulator,0.2100108,0.06623363,0.0236
P55263,regulator,0.24687928,0.13588594,0.0623
P07550,regulator,0.12229467,0.00063118874,0.014
P35573,regulator,0.08076917,0.13166048,0.0386
Q9UL18,regulator,0.8788358,0.9756065,0.1818
P55008,regulator,0.85140085,0.91976076,0.3347
Q96B36,regulator,0.03245141,0.36817187,0.5718
P04075,regulator,0.43592885,0.08663403,0.0121
P05062,regulator,0.1436653,0.6478327,0.043
P07355,regulator,0.0013309732,0.2672354,0.0053
P02649,regulator,0.029354326,0.039030313,0.0254
P48444,regulator,0.13892296,0.08477029,0.0115
Q9Y6D5,regulator,0.4787054,0.06639107,0.1144
Q9NR80,regulator,0.93692625,0.87199855,0.8771
Q9Y294,regulator,0.40835086,0.69769853,0.1146
Q9NVP2,regulator,0.03479301,0.8038166,0.0032
Q9NT62,regulator,0.17462471,0.12547268,0.0695
P05023,regulator,0.16924122,0.12846695,0.1672
O14983,regulator,0.21033308,0.13570894,0.1828
P98194,regulator,0.39627364,0.03824613,0.163
Q93050,regulator,0.10441976,0.06485908,0.097
P38606,regulator,0.5799999,0.21618776,0.0392
P21281,regulator,0.72149014,0.11415467,0.0024
P36543,regulator,0.66253674,0.30023804,0.0085
Q13535,regulator,0.8975071,0.1211828,0.0509
O95817,regulator,0.9761069,0.939953,0.9951
A6H8Y1,regulator,0.6933732,0.8478238,0.9486
P54132,regulator,0.96202624,0.9674335,0.7947
Q14692,regulator,0.9172792,0.43915966,0.4175
Q14137,regulator,0.7871201,0.96026874,0.2633
P38398,regulator,0.5682243,0.81743926,0.9389
Q8TDN6,regulator,0.62855405,0.3715246,0.0853
Q96K17,regulator,0.35072345,0.63823086,0.0464
Q9Y297,regulator,0.92023706,0.851538,0.5508
Q13895,regulator,0.45583364,0.41097796,0.1084
P02745,regulator,0.47319517,0.33908647,0.4328
O43497,regulator,0.023783471,0.059227098,0.713
Q86Y37,regulator,0.087681405,0.23857583,0.7687
P0DP25,regulator,0.002923304,0.8663396,0.0034
Q13555,regulator,0.05368008,0.0038994278,0.6305
P49913,regulator,0.0037043903,0.029490734,0.0045
Q14444,regulator,0.95196736,0.97973585,0.9968
Q8N187,regulator,0.7236426,0.30643582,0.9142
O15234,regulator,0.99509335,0.967767,0.9959
Q9UKL3,regulator,0.7099524,0.17933378,0.8917
Q92583,regulator,0.0040876097,0.014964396,0.0055
O00585,regulator,0.17553522,0.052523196,0.0957
Q6P1J9,regulator,0.6389947,0.747883,0.4929
P06493,regulator,0.59045273,0.9665776,0.0056
P50613,regulator,0.86388594,0.49727494,0.0126
P50750,regulator,0.9464243,0.41623902,0.0109
O76039,regulator,0.7913761,0.5141976,0.9808
Q71F23,regulator,0.72838694,0.34049347,0.1778
P13569,regulator,0.5937526,0.12459425,0.0599
Q13111,regulator,0.74519646,0.39396226,0.9262
Q13112,regulator,0.93387276,0.82091355,0.1301
Q9BZP6,regulator,0.0034713487,3.287465e-05,0.3635
P26374,regulator,0.27516696,0.6398882,0.5304
P51798,regulator,0.0036466385,0.00093008927,0.7009
A5YKK6,regulator,0.63979506,0.32848692,0.1452
Q9NZN8,regulator,0.93191856,0.8298632,0.9496
Q9ULM6,regulator,0.72419715,0.0379288,0.0768
Q96LI5,regulator,0.10430996,0.23494032,0.0189
Q9UFF9,regulator,0.0517283,0.10428515,0.0074
P02452,regulator,0.89029104,0.7394408,0.8139
Q14055,regulator,0.4847163,0.99917287,0.8967
Q10570,regulator,0.6487492,0.5235624,0.2299
Q9P2I0,regulator,0.034361623,0.46837804,0.4835
Q9UKF6,regulator,0.10250566,0.05226743,0.0302
O95639,regulator,0.37672344,0.97424906,0.7342
Q96RY5,regulator,0.7478332,0.8110911,0.9641
Q92793,regulator,0.97675395,0.91988057,0.9777
O75534,regulator,0.6174762,0.4896437,0.7381
P68400,regulator,0.8975852,0.91759694,0.0856
P49711,regulator,0.99842346,0.9671582,0.7153
Q8NI51,regulator,0.6056398,0.8460647,0.7142
Q9NRF8,regulator,0.31676945,0.7297726,0.183
P53634,regulator,0.007835236,0.011567676,0.2658
P08574,regulator,0.00077914924,0.017061032,0.0688
Q92904,regulator,0.8330137,0.95533484,0.2394
Q10586,regulator,0.2701157,0.59685737,0.4179
Q9NPI6,regulator,0.51405287,0.7097632,0.9706
Q9NVP1,regulator,0.87889904,0.8500439,0.8099
Q9UHI6,regulator,0.91404694,0.9179276,0.8582
Q13838,regulator,0.9241903,0.993964,0.0115
Q9H2U1,regulator,0.86335486,0.86004007,0.2524
Q8IY37,regulator,0.79137003,0.8212967,0.4841
Q9UNQ2,regulator,0.19102998,0.5594292,0.1686
Q9Y2L1,regulator,0.1979801,0.7939521,0.3663
O60832,regulator,0.9786199,0.9715342,0.0071
P10515,regulator,0.095645584,0.03810559,0.8719
P31689,regulator,0.7485984,0.45279697,0.314
Q9UDY4,regulator,0.78814864,0.9735883,0.1467
Q5QJE6,regulator,0.75174856,0.8109424,0.9447
P35462,regulator,0.24655385,0.00097652996,0.0629
Q9UNI6,regulator,0.13971576,0.56465286,0.016
P51452,regulator,0.06854927,0.7378112,0.0024
Q14204,regulator,0.1508764,0.06013676,0.335
O14576,regulator,0.8485611,0.9800838,0.2034
Q96FJ2,regulator,0.13485108,0.0012226088,0.0078
Q92630,regulator,0.98810613,0.54075956,0.8481
O43781,regulator,0.99678135,0.8824329,0.9414
Q6P2E9,regulator,0.97587854,0.9962394,0.8697
P13639,regulator,0.1091608,0.16966851,0.0921
Q15029,regulator,0.22627075,0.29380733,0.156
P01133,regulator,0.045671713,0.12846622,0.2945
O14602,regulator,0.7177576,0.99842715,0.0048
O60739,regulator,0.11920675,0.99152654,0.0027
Q9BQI3,regulator,0.9596331,0.5705565,0.1305
P19525,regulator,0.6289753,0.20466585,0.1822
Q9NZJ5,regulator,0.73353195,0.12312893,0.4723
Q14232,regulator,0.16150193,0.033098586,0.0054
P05198,regulator,0.4750488,0.350638,0.0328
Q14152,regulator,0.99936646,0.99999416,0.2888
P55884,regulator,0.691203,0.98684955,0.5948
Q99613,regulator,0.82546294,0.6224965,0.4505
O15371,regulator,0.7751199,0.352181,0.0103
P60228,regulator,0.23921195,0.098510265,0.0261
O00303,regulator,0.005876638,0.30051744,0.6669
O75821,regulator,0.013642993,0.0014697913,0.8322
Q13347,regulator,0.99754876,0.99898976,0.0075
P60842,regulator,0.18695827,0.9786133,0.0132
Q14240,regulator,0.74455315,0.95847374,0.0193
P23588,regulator,0.9871343,0.9748403,0.9926
P06730,regulator,0.47666892,0.8243211,0.7503
Q13541,regulator,0.7501727,0.9883642,0.5471
Q9NRA8,regulator,0.9968503,0.8979804,0.9642
Q04637,regulator,0.9786093,0.84721744,0.9582
P55010,regulator,0.4108664,0.98003834,0.8132
P56537,regulator,0.055013206,0.4496757,0.0163
Q09472,regulator,0.9837053,0.8727771,0.9922
P84090,regulator,0.66252744,0.4250263,0.0119
Q9BS26,regulator,0.014668769,0.050345004,0.0083
P03372,regulator,0.9783659,0.24653356,0.9146
P62495,regulator,0.004300962,0.36780402,0.0613
Q9NQT5,regulator,0.56724405,0.047407396,0.0175
Q15024,regulator,0.006521813,0.13195753,0.0597
Q99502,regulator,0.79158604,0.9972812,0.9754
P15311,regulator,0.97766477,0.89584506,0.0371
Q9BPY3,regulator,0.24986127,0.20703241,0.0791
Q8NCA5,regulator,0.99242145,0.9972473,0.9969
Q9BXW9,regulator,0.435472,0.018853953,0.2153
Q9NVI1,regulator,0.94562113,0.9722425,0.0593
P35544,regulator,0.71605486,0.7658754,0.0078
Q9UKB1,regulator,0.9974057,0.93598884,0.2656
Q9Y324,regulator,0.29414377,0.3900653,0.012
P39748,regulator,0.5628524,0.93017715,0.2899
O15520,regulator,0.004258929,0.0070806444,0.0975
Q9GZV9,regulator,0.08465896,0.10916191,0.6564
Q6UN15,regulator,0.98566854,0.7414072,0.9323
Q01543,regulator,0.9377067,0.771978,0.4145
P21333,regulator,0.9709989,0.9999974,0.37
O75369,regulator,0.9157905,0.9967632,0.2012
P14207,regulator,0.020741763,0.016886488,0.789
Q8IY81,regulator,0.95718473,0.82862633,0.5658
P51114,regulator,0.99240947,0.9003238,0.6117
Q14332,regulator,0.0023265358,0.0027013856,0.0553
Q9H461,regulator,0.012315568,0.025008451,0.7702
Q9UM11,regulator,0.9788278,0.7409068,0.8945
Q9UN86,regulator,0.99907637,0.9999554,0.9431
P11413,regulator,0.6925463,0.36865908,0.0543
P60520,regulator,0.34634528,0.98388124,0.007
P41250,regulator,0.08663699,0.28346166,0.1287
P32455,regulator,0.90621495,0.950094,0.2489
O14893,regulator,0.7952881,0.107687116,0.0139
P57678,regulator,0.81452876,0.32026935,0.0614
Q8TEQ6,regulator,0.33817467,0.24742755,0.3833
Q8WXD5,regulator,0.3267642,0.89880943,0.0117
Q9H840,regulator,0.15877447,0.8857951,0.0025
Q9NWZ8,regulator,0.63973206,0.49291632,0.5812
O14908,regulator,0.0416555,0.7654617,0.0137
Q53GS7,regulator,0.14320908,0.12398112,0.5833
Q9UBI6,regulator,0.03037103,0.035205033,0.0172
Q9NVN8,regulator,0.6678751,0.1412812,0.0495
P46926,regulator,0.3490593,0.81781584,0.0118
Q99527,regulator,0.046472546,3.4277382e-05,0.0201
Q96P66,regulator,0.060403127,0.0025017203,0.0295
Q9UBQ7,regulator,0.055956986,0.123921245,0.0451
Q14957,regulator,0.20118913,0.01050517,0.5664
P49841,regulator,0.6880667,0.4983837,0.0671
P29083,regulator,0.06480938,0.8123943,0.0218
P16104,regulator,0.95949715,0.9986307,0.0193
Q8TDQ0,regulator,0.22077298,0.014287574,0.0321
O00165,regulator,0.8681359,0.93604755,0.8467
Q9UKV0,regulator,0.93148714,0.6660572,0.7506
Q9BQA5,regulator,0.17872083,0.8036264,0.5315
O60760,regulator,0.18983293,0.5388987,0.0248
Q00613,regulator,0.9563134,0.9848637,0.9883
P08238,regulator,0.42843112,0.782434,0.2768
P0DMV8,regulator,0.61962485,0.72836983,0.1237
P54652,regulator,0.5961247,0.9367804,0.4757
P11021,regulator,0.8505054,0.80951273,0.3872
P38646,regulator,0.88772494,0.4844534,0.7425
P04792,regulator,0.9806487,0.9999777,0.0151
Q16082,regulator,0.13720055,0.44487762,0.1214
Q12988,regulator,0.5526486,0.87006086,0.006
Q9UJY1,regulator,0.9883378,0.9936865,0.1809
Q05084,regulator,0.69039106,0.1237277,0.0809
Q8NDH6,regulator,0.64580154,0.7840684,0.0188
P50213,regulator,0.88716847,0.024805056,0.0172
Q8TCB0,regulator,0.065422274,0.881783,0.0567
Q9BYX4,regulator,0.8254052,0.53859454,0.1117
P01579,regulator,0.06126748,0.0074046687,0.0049
Q9NZI8,regulator,0.81691575,0.99813807,0.8901
Q12906,regulator,0.99301755,0.9978878,0.9884
Q9NV31,regulator,0.08476969,0.57972527,0.0032
O00410,regulator,0.1393466,0.0078316275,0.047
Q6NYC1,regulator,0.91380894,0.72257084,0.3416
Q15046,regulator,0.21513924,0.17700596,0.1563
Q92993,regulator,0.7674683,0.8121547,0.077
Q92794,regulator,0.9953365,0.971991,0.9838
Q14145,regulator,0.9983777,0.99898213,0.2034
Q92945,regulator,0.9963846,0.9960361,0.9936
Q8NI77,regulator,0.39228153,0.1967511,0.8996
Q02241,regulator,0.7519346,0.8230698,0.7606
P33176,regulator,0.06770527,0.2909203,0.6794
Q07866,regulator,0.049975004,0.090684906,0.2731
O00629,regulator,0.0029551703,0.10128554,0.4221
P01116,regulator,0.9242301,0.9793073,0.0152
P12035,regulator,0.0020298692,0.09102435,0.9973
P02538,regulator,2.1623468e-05,0.18530789,0.966
Q659C4,regulator,0.96790063,0.9558099,0.8922
Q14739,regulator,0.33004883,0.021161696,0.0109
P15018,regulator,0.00298864,0.0028939585,0.0033
Q8NHL6,regulator,0.013858936,0.8383108,0.8822
P55344,regulator,0.0033082438,0.0008230241,0.0278
P20700,regulator,0.07347393,0.16785525,0.334
O15116,regulator,0.98745614,0.99954957,0.0041
Q969L4,regulator,0.14587569,0.28065845,0.0109
P83369,regulator,0.72095567,0.2434579,0.218
Q8ND56,regulator,0.9741167,0.9967469,0.7725
Q9BX40,regulator,0.98928493,0.98540837,0.9926
Q9UPN3,regulator,0.5579428,0.39945713,0.6991
Q96A72,regulator,0.24535309,0.9211602,0.0254
P46821,regulator,0.6266693,0.97261626,0.9539
P27361,regulator,0.8033063,0.09367533,0.0287
P45983,regulator,0.15656447,0.08725181,0.016
Q7KZI7,regulator,0.5297406,0.649485,0.9806
P43243,regulator,0.9978192,0.9936335,0.9685
Q7Z434,regulator,0.05179118,0.84163576,0.5802
P49736,regulator,0.33575228,0.6131224,0.2477
P33991,regulator,0.8289793,0.47699854,0.3863
P33992,regulator,0.8006122,0.3114495,0.1272
Q14566,regulator,0.13782094,0.28449395,0.5139
P33993,regulator,0.088200845,0.26928458,0.1061
Q14676,regulator,0.87487084,0.99949396,0.9011
O95402,regulator,0.28386506,0.014685407,0.9657
O75586,regulator,0.2725013,0.94754744,0.0488
Q14149,regulator,0.76046395,0.82638437,0.3653
